"","Year","Rank","Title","Worldwide Lifetime Gross","Domestic Lifetime Gross","Domestic %","Foreign Lifetime Gross","Foreign %","tt","img","adj","rev","dec"
"46443",2020,"11,478","The Wretched","$4,369,493","$1,814,193","41.5%","$2,555,300","58.5%","tt8305806","https://m.media-amazon.com/images/M/MV5BMmE2MjM0YmUtMzAxNC00NDdiLWE1ZTQtMzMyMmQ4MmVkMjIyXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,5031795.24959429,"2020's"
"45142",2020,"11,491","The Golden Holiday","$4,356,489","-","-","$4,356,489","100%","tt8123506","https://m.media-amazon.com/images/M/MV5BOWZmZmZjZDItMjYxMy00NTdlLWE2MmYtNzk0MWNmYTVhOTA5XkEyXkFqcGdeQXVyMTEwODEzNTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,5016820.17916261,"2020's"
"46095",2020,"11,495","Delete History","$4,351,280","-","-","$4,351,280","100%","tt10627352","https://m.media-amazon.com/images/M/MV5BMzJiYzUxY2QtNGIxNS00Nzg3LTk4NjktMDMxOTk3MmU3MmYxXkEyXkFqcGdeQXVyMTc0MzQ0Nzc@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.15157416423239,5010821.62934112,"2020's"
"45740",2020,"11,506","Yakari, a Spectacular Journey","$4,344,751","-","-","$4,344,751","100%","tt11125636","https://m.media-amazon.com/images/M/MV5BNTMxYzUwNjQtZGU0NS00YzNlLTg5NGEtN2JiNWUwMDcyNThkXkEyXkFqcGdeQXVyNjYxNzY5MjE@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,5003303.00162285,"2020's"
"46253",2020,"11,527","The Rental","$4,311,042","$1,637,548","38%","$2,673,494","62%","tt10003008","https://m.media-amazon.com/images/M/MV5BMjMwOGEyMTQtMDllMC00YTU3LTgyNzktYmEwY2Y4MjQzYmRkXkEyXkFqcGdeQXVyMjM4OTYzMTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,4964484.58812074,"2020's"
"46181",2020,"11,579","13rd Sister: Three Deadly Days","$4,257,126","-","-","$4,257,126","100%","tt13707568","https://m.media-amazon.com/images/M/MV5BOGE4YTIxYmYtMmMwYS00ZjM0LWIyYmEtNTZiNjhlZWYyYTMzXkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4902396.31548199,"2020's"
"45132",2020,"11,696","Rams","$4,155,492","-","-","$4,155,492","100%","tt8737608","https://m.media-amazon.com/images/M/MV5BYzU0YzE3NmItOTA4YS00NjBjLTg2MDMtNjc0NmU3MTdjMGFjXkEyXkFqcGdeQXVyNjE5MjEwMzA@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4785357.22687439,"2020's"
"46339",2020,"11,736","Thappad","$4,112,382","-","-","$4,112,382","100%","tt10964430","https://m.media-amazon.com/images/M/MV5BYTdiZWUzMGQtNmM5ZS00NjcyLTllMzgtMTEyMWEyNzliOGJjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,4735712.86465433,"2020's"
"45379",2020,"11,751","Yes, I Do!","$4,100,000","-","-","$4,100,000","100%","tt13063654","https://m.media-amazon.com/images/M/MV5BNjY1YTgwZjAtYzdmNy00MzFkLWI3M2UtMzNkOGEwZTM2NTgyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.15157416423239,4721454.07335281,"2020's"
"46112",2020,"11,754","Chal Mera Putt 2","$4,095,000","$445,000","10.9%","$3,650,000","89.1%","tt11737772","https://m.media-amazon.com/images/M/MV5BODhhMTc4ZjgtMDU1YS00Yzc2LWExMjUtNTUwMGQ3ZDg4ZmQzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,4715696.20253165,"2020's"
"46652",2020,"11,807","Infidel","$4,051,990","$4,051,990","100%","$0","-","tt11229780","https://m.media-amazon.com/images/M/MV5BY2IwOWY2YjgtYTcxNy00ZjM5LWJjNmEtYzU4NTdjOGQzYzNlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",1.15157416423239,4666166.99772801,"2020's"
"46688",2020,"11,829","25 Years of Innocence","$4,027,477","-","-","$4,027,477","100%","tt11368998","https://m.media-amazon.com/images/M/MV5BM2E3YWNhMTgtMzRiZS00N2UxLWJkYzEtOGYyMWFhNDhlZmExXkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,4637938.46024018,"2020's"
"46580",2020,"11,869","Asphalt Burning","$3,989,896","-","-","$3,989,896","100%","tt6527456","https://m.media-amazon.com/images/M/MV5BOTFkZWJlMzUtNTAwYS00NzE5LTgxNTQtN2RkYzBhYzY1ZDY0XkEyXkFqcGdeQXVyNTY3MTY3MzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,4594661.15157416,"2020's"
"46180",2020,"11,943","Grand Blue","$3,930,159","-","-","$3,930,159","100%","tt11312092","https://m.media-amazon.com/images/M/MV5BNjkzMWQyNmUtNjkxMy00NjRhLWI4YzQtMzk0YzdiYjk3MTRmXkEyXkFqcGdeQXVyMjg2NDYwMzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,4525869.56572541,"2020's"
"46559",2020,"12,118","Bon Bini: Judeska in da House","$3,801,560","-","-","$3,801,560","100%","tt13502894","https://m.media-amazon.com/images/M/MV5BMjQxMmEyODEtNTAzMS00ZjEwLThiYjQtNDlhMzc5MmRiMDFjXkEyXkFqcGdeQXVyMzMwODkwMDU@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4377778.27977929,"2020's"
"46401",2020,"12,164","Lassie Come Home","$3,765,312","-","-","$3,765,312","100%","tt10384944","https://m.media-amazon.com/images/M/MV5BZWE3YzAzY2EtNTJlOS00OTY2LWJhYzMtMzRlZjhjMzlhYTk0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,4336036.0194742,"2020's"
"45487",2020,"12,224","André Rieu - 70 Years Young","$3,714,938","-","-","$3,714,938","100%","tt11560070","https://m.media-amazon.com/images/M/MV5BNDNjODAzNTQtMGY2Zi00ZTkxLThjYWUtYjYwMzI5NmQwYWY0XkEyXkFqcGdeQXVyMTUyMTIwNzA@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.15157416423239,4278026.62252515,"2020's"
"45261",2020,"12,234","Figli","$3,704,883","-","-","$3,704,883","100%","tt10937670","https://m.media-amazon.com/images/M/MV5BZDQ4ZDA0MjctYTQ5MS00YTQzLTk4YTYtYjI0ZGZiNTA4NzMyXkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4266447.5443038,"2020's"
"45395",2020,"12,254","The Marathon of Desires","$3,688,995","-","-","$3,688,995","100%","tt10895828","https://m.media-amazon.com/images/M/MV5BY2RmMDYxZjktY2E1Yi00YmM0LThiMTEtNzExZGJkYTUxMjUyXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.15157416423239,4248151.33398247,"2020's"
"45789",2020,"12,287","Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot","$3,669,705","-","-","$3,669,705","100%","tt9534948","https://m.media-amazon.com/images/M/MV5BMGVjYTk1MmMtYjYxMi00NDkxLThkNGYtZGJmNDNlYjc0NTIxXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.15157416423239,4225937.46835443,"2020's"
"46205",2020,"12,334","Find Your Voice","$3,634,579","-","-","$3,634,579","100%","tt13322146","https://m.media-amazon.com/images/M/MV5BODM0YTdmYmMtZmNiMi00NWExLWJiM2MtNjEyMDU1MDE1YmY2XkEyXkFqcGdeQXVyODYyNTM1Nzk@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4185487.2742616,"2020's"
"45855",2020,"12,349","Obratnaya svyaz","$3,620,042","-","-","$3,620,042","100%","tt13652420","https://m.media-amazon.com/images/M/MV5BNWRlZjA3MjgtYzJkZC00ZDhkLWExY2YtMjhlMDhiZWNmZDNjXkEyXkFqcGdeQXVyMTE5MDA2NjA3._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4168746.84063616,"2020's"
"46465",2020,"12,354","Summer of 85","$3,610,818","$71,788","2%","$3,539,030","98%","tt10457128","https://m.media-amazon.com/images/M/MV5BYjNlZDcyMjQtMjk0Mi00Y2EzLWE3ZjMtMGE1MDZmMjJiMzY2XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,4158124.72054528,"2020's"
"45165",2020,"12,486","Radioactive","$3,515,958","-","-","$3,515,958","100%","tt6017756","https://m.media-amazon.com/images/M/MV5BNTY1YjYwNmYtNWFmMy00OTk2LWJjNDItOGMxNTNlYTBjNmY1XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,4048886.39532619,"2020's"
"45240",2020,"12,495","Le lion","$3,507,860","-","-","$3,507,860","100%","tt9908390","https://m.media-amazon.com/images/M/MV5BY2IxYTc5MGYtMzQ3MC00ZmFlLWJhMzktODI2NjA0MThmZWY0XkEyXkFqcGdeQXVyNzg5ODQxNDU@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,4039560.94774424,"2020's"
"45909",2020,"12,524","18 Presents","$3,486,375","-","-","$3,486,375","100%","tt10816484","https://m.media-amazon.com/images/M/MV5BMjViZTBiMmItOTlkMy00M2Y5LTlmYTEtNGRiNzkxNTRlZGYwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",1.15157416423239,4014819.37682571,"2020's"
"46624",2020,"12,550","Pretty Cure Miracle Leap the Movie","$3,474,150","-","-","$3,474,150","100%","tt13344602","https://m.media-amazon.com/images/M/MV5BYzJkMjFjNTktNDA5ZS00OGFlLWJhOWYtYzgzMmNmOGY5ZWIyXkEyXkFqcGdeQXVyMTIyNjQ1OTMy._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,4000741.38266796,"2020's"
"46472",2020,"12,641","It's for Your Own Good","$3,405,155","$256","<0.1%","$3,404,899","100%","tt11570120","https://m.media-amazon.com/images/M/MV5BMjNmMThjMzctMGU3My00YjVlLWI2OTQtZGVkZDk0YTc4YjMwXkEyXkFqcGdeQXVyMzYwMTkzNTQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3921288.52320675,"2020's"
"46513",2020,"12,643","I Wish Someone Were Waiting for Me Somewhere","$3,403,477","-","-","$3,403,477","100%","tt9151382","https://m.media-amazon.com/images/M/MV5BNjAzY2ZjODQtMWM1MS00Y2JhLWI4MzctZTc2YmI5NTcxMjNiXkEyXkFqcGdeQXVyNTcxNjk0MTU@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,3919356.18175917,"2020's"
"45961",2020,"12,698","The Last Full Measure","$3,364,426","$2,949,212","87.7%","$415,214","12.3%","tt0783640","https://m.media-amazon.com/images/M/MV5BOTQyMjBmNDAtNDA0YS00ODFiLTk2OTUtMWM5NzI4NjM1YzhhXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UY281_CR0,0,190,281_.jpg",1.15157416423239,3874386.05907173,"2020's"
"45926",2020,"12,784","Arab Blues","$3,306,838","-","-","$3,306,838","100%","tt9648886","https://m.media-amazon.com/images/M/MV5BMTc3MjRhNzctYWQ4OC00Nzg0LWIwMzYtYWVjN2ZmMjUyNTExXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3808069.20610191,"2020's"
"46420",2020,"12,796","Ava","$3,293,783","$497,747","15.1%","$2,796,036","84.9%","tt8784956","https://m.media-amazon.com/images/M/MV5BMTMzMTg1MjgtOWNhYy00NmZmLWExOTctMjA2OTZhZDFkNDhhXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3793035.40538786,"2020's"
"45253",2020,"12,829","Half Brothers","$3,274,339","$2,241,980","68.5%","$1,032,359","31.5%","tt10515926","https://m.media-amazon.com/images/M/MV5BNWYyMWFmYjMtMjBiZi00MDdmLWIyMjAtZWNlMGQ0YjI2NTBkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3770644.19733853,"2020's"
"46097",2020,"12,833","Far Too Personal","$3,272,428","-","-","$3,272,428","100%","tt9411912","https://m.media-amazon.com/images/M/MV5BZTIzY2E1MjctYjYwNS00NzhhLThmMTQtNTU4OTk2NGViYjMxXkEyXkFqcGdeQXVyMTQwNDYzMDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3768443.53911068,"2020's"
"46585",2020,"12,835","Voice of Silence","$3,271,053","-","-","$3,271,053","100%","tt10431572","https://m.media-amazon.com/images/M/MV5BZjRjMDRhMjYtMTNlYy00N2JlLTgzZGYtMTQzMjExOWM5ZDM5XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3766860.12463486,"2020's"
"46157",2020,"12,894","Samsam","$3,241,273","$53,273","1.6%","$3,188,000","98.4%","tt9784518","https://m.media-amazon.com/images/M/MV5BNDZkZTRiOTktNDlhMS00YmI5LWI5OGEtNTMxNzg2NTllZTkzXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.15157416423239,3732566.24602402,"2020's"
"45360",2020,"12,949","The Secret: Dare to Dream","$3,215,636","-","-","$3,215,636","100%","tt4411584","https://m.media-amazon.com/images/M/MV5BMzVhNWI5NzctNWU0MS00YzI4LThkY2QtMmE2NTVkYzI3YTI5XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,2,190,281_.jpg",1.15157416423239,3703043.33917559,"2020's"
"45440",2020,"13,031","The Lodge","$3,155,858","$2,138,907","67.8%","$1,016,951","32.2%","tt7347846","https://m.media-amazon.com/images/M/MV5BNDQ2YWVmZjEtMTE1ZS00MDk1LTg5ODUtMDVlODk0OTM2ODMwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3634204.53878611,"2020's"
"45448",2020,"13,036","Words on Bathroom Walls","$3,151,849","$2,542,518","80.7%","$609,331","19.3%","tt8045906","https://m.media-amazon.com/images/M/MV5BNTJmNTNlZDEtM2JjNy00MmNmLTgzNWItN2VlZGNlNjM1YjFmXkEyXkFqcGdeQXVyMTExMDk0NzQ3._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3629587.8779617,"2020's"
"45818",2020,"13,044","Petla","$3,144,572","-","-","$3,144,572","100%","tt12841318","https://m.media-amazon.com/images/M/MV5BNTA0YTdmZjctNGU2MC00YjhiLWI4ODYtYjI2YmM0ZjdiZWZkXkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,3621207.87276858,"2020's"
"45228",2020,"13,155","Father","$3,081,568","-","-","$3,081,568","100%","tt9048802","https://m.media-amazon.com/images/M/MV5BYTQ2MTU0MjktN2U2MS00YzIxLWJlMzEtN2FmYjNhZDdmYWJjXkEyXkFqcGdeQXVyOTY1MzIzMjU@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,3548654.09412528,"2020's"
"45202",2020,"13,173","The Wedding Unplanner","$3,069,660","-","-","$3,069,660","100%","tt9519642","https://m.media-amazon.com/images/M/MV5BYjAxY2MzYmEtZjljYS00ZDFlLTk4NDUtNmE5MzBhOWM3ZmE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3534941.1489776,"2020's"
"46475",2020,"13,210","Appearances","$3,047,468","-","-","$3,047,468","100%","tt9675786","https://m.media-amazon.com/images/M/MV5BM2Q0ZDIyZTItZDIwOS00MGU5LWFkNzQtNTc1YTBhNzllNDdlXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,3509385.41512496,"2020's"
"46495",2020,"13,268","Oversize Love","$3,013,782","-","-","$3,013,782","100%","tt11575350","https://m.media-amazon.com/images/M/MV5BYjlkM2U5NjYtMzI5Ni00MTVmLWEzYTUtOTAxMjU5YWY2NmRkXkEyXkFqcGdeQXVyMTA5OTIxOTc2._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3470593.48782863,"2020's"
"45574",2020,"13,287","The Enigma of Arrival","$3,002,045","-","-","$3,002,045","100%","tt9081510","https://m.media-amazon.com/images/M/MV5BZDMxODg1ZmItMzQwYS00ODc4LTgxYWQtYWNhMmU5NjZjMmI0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3457077.46186303,"2020's"
"45233",2020,"13,296","The Translators","$2,998,422","-","-","$2,998,422","100%","tt6270534","https://m.media-amazon.com/images/M/MV5BZGJkMGQ3NTAtNmZiYy00NjlkLTk0YWQtZWZhMjk0YmI4ZjhjXkEyXkFqcGdeQXVyMTc5OTQwMzk@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,3452905.30866602,"2020's"
"46466",2020,"13,325","My Cousin","$2,982,559","-","-","$2,982,559","100%","tt10023150","https://m.media-amazon.com/images/M/MV5BNDU3YTQ2NjUtNzAwZC00MjI3LWFkYWItMmMwZTA0ZGZhODEzXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,3434637.8876988,"2020's"
"46101",2020,"13,326","Two Buddies and a Badger: The Great Big Beast","$2,982,034","-","-","$2,982,034","100%","tt11306746","https://m.media-amazon.com/images/M/MV5BNTY3M2NiMzgtODY4MC00MWFlLWI1ZjctZTM4YWM2ZjlhZmRmXkEyXkFqcGdeQXVyMTI0NTU3NDEz._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3434033.31126258,"2020's"
"45673",2020,"13,385","Men at Work: Miami","$2,938,336","-","-","$2,938,336","100%","tt10375272","https://m.media-amazon.com/images/M/MV5BZmI3MjMwMzktZmI0YS00ZmJmLTg5NTgtYTM1ZjYzOGEzODU4XkEyXkFqcGdeQXVyNDc4NDk4NTQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3383711.82343395,"2020's"
"45560",2020,"13,391","Echo Boomers","$2,934,433","$931,000","31.7%","$2,003,433","68.3%","tt4353270","https://m.media-amazon.com/images/M/MV5BZGRiYzEyMmMtMjgwNy00MzE0LWE4M2UtZDFlMzQ0MWVjNWNhXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.15157416423239,3379217.22947095,"2020's"
"46065",2020,"13,409","Six Minutes to Midnight","$2,920,431","$132,500","4.5%","$2,787,931","95.5%","tt5114840","https://m.media-amazon.com/images/M/MV5BMzZlNGUzNGItNDc3MS00ZGNiLTg5ZDUtOTMwZmY2YzFiZGRlXkEyXkFqcGdeQXVyODU4NzI4NDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3363092.88802337,"2020's"
"46558",2020,"13,418","Made in Italy","$2,915,266","$101,339","3.5%","$2,813,927","96.5%","tt9207700","https://m.media-amazon.com/images/M/MV5BYjIxNTk0MDEtNGE2Yy00MmRmLThmMjktZjU2ODI5OGQ3MTYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.15157416423239,3357145.00746511,"2020's"
"45073",2020,"13,440","Relic","$2,902,552","$1,047,083","36.1%","$1,855,469","63.9%","tt9072352","https://m.media-amazon.com/images/M/MV5BOGY1MGM2ZjItZDJjMC00ZGM0LTg2MDctNmExNzcyYTcwMjM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",1.15157416423239,3342503.89354106,"2020's"
"46670",2020,"13,457","Caught in the Net","$2,895,372","-","-","$2,895,372","100%","tt11900404","https://m.media-amazon.com/images/M/MV5BNjc2OGE5OTEtYjA2MS00MmQ2LTk5YmUtYmRhOGIyYzFiZjBkXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_QL75_UX190_CR0,2,190,281_.jpg",1.15157416423239,3334235.59104187,"2020's"
"46144",2020,"13,489","Scumbag","$2,876,675","-","-","$2,876,675","100%","tt11239374","https://m.media-amazon.com/images/M/MV5BMzQ4OTVlYmUtYjQxMS00MDNlLTg3OWItNDI5YjNhNjRkMjljXkEyXkFqcGdeQXVyMTEzMzU4NjYw._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,3312704.60889322,"2020's"
"45555",2020,"13,508","Life as It Should Be","$2,870,736","-","-","$2,870,736","100%","tt9467386","https://m.media-amazon.com/images/M/MV5BN2U1YmRjYTItNGU3Yy00NWM0LWIyMTgtMGQxNjA3YjI2NTg0XkEyXkFqcGdeQXVyMTU1NTc0MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3305865.40993184,"2020's"
"45153",2020,"13,579","Zenek","$2,832,175","-","-","$2,832,175","100%","tt10132196","https://m.media-amazon.com/images/M/MV5BZmM0N2E5MTUtZWY2ZC00MWExLTk4ODAtYTVkODcxMDIyZDE5XkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_QL75_UY281_CR3,0,190,281_.jpg",1.15157416423239,3261459.55858487,"2020's"
"45892",2020,"13,723","The Hidden Life of Trees","$2,759,520","-","-","$2,759,520","100%","tt11276298","https://m.media-amazon.com/images/M/MV5BODhmOWZlZWEtZTAwZi00MzkzLWEyY2UtNDQwOWI2ZDUyYjMyXkEyXkFqcGdeQXVyNjY1MjIwMDI@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,3177791.93768257,"2020's"
"46189",2020,"13,778","Silent Tokyo","$2,730,104","-","-","$2,730,104","100%","tt12735178","https://m.media-amazon.com/images/M/MV5BODhjOTQzMWQtYzI4MC00OTFmLWJlZjUtNmUwYjhhYjJkZmI1XkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3143917.23206751,"2020's"
"45122",2020,"13,863","A Friendly Tale","$2,685,258","-","-","$2,685,258","100%","tt10334410","https://m.media-amazon.com/images/M/MV5BMjE2OWZmOGUtYjQ2YS00ODJlLTljMDQtZTE5YzA4NDRlYmQ2XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,3092273.73709834,"2020's"
"45582",2020,"13,897","Miami Bici","$2,663,916","-","-","$2,663,916","100%","tt10993566","https://m.media-amazon.com/images/M/MV5BYTgyMjdiZDAtOGRmNS00NTg2LWEzYTEtNTM0ZjM5MmI0NTVlXkEyXkFqcGdeQXVyMTEyNzg0Njkw._V1_QL75_UY281_CR6,0,190,281_.jpg",1.15157416423239,3067696.8412853,"2020's"
"45457",2020,"13,899","The Memory Eraser","$2,662,177","-","-","$2,662,177","100%","tt11116656","https://m.media-amazon.com/images/M/MV5BNWNiNTQ4NDMtOWQzNS00YmJiLWI5MDctYTEzMWQ2ZjA5MjVlXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3065694.2538137,"2020's"
"45979",2020,"13,930","Doi Mat Am Duong","$2,642,944","-","-","$2,642,944","100%","tt11605172","https://m.media-amazon.com/images/M/MV5BMDM0NGE1NGYtYmYxYS00ZGU3LWI1OGYtODZhYmM3Y2RmOGY3XkEyXkFqcGdeQXVyOTIxNDQ1MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",1.15157416423239,3043546.02791301,"2020's"
"45918",2020,"13,991","Kamen Rider Zero-One: Real×Time","$2,611,150","-","-","$2,611,150","100%","tt11928960","https://m.media-amazon.com/images/M/MV5BYmI3MThhMjktMjNjNi00NjJiLTkwYWUtNTBlODY2ZWJiMjk4XkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,3006932.87893541,"2020's"
"45685",2020,"14,003","How to Make Out","$2,607,444","-","-","$2,607,444","100%","tt12633744","https://m.media-amazon.com/images/M/MV5BODRiMGM1YTMtNGRkNS00NDMwLThhNTMtN2UwNThkNzFiMzQ1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR8,0,190,281_.jpg",1.15157416423239,3002665.14508277,"2020's"
"46197",2020,"14,029","The Girl with a Bracelet","$2,591,606","-","-","$2,591,606","100%","tt7766886","https://m.media-amazon.com/images/M/MV5BNDlmNDRjMTYtNWRkOC00YjMxLTg5ODYtMzM0YzU3YTBmODNhXkEyXkFqcGdeQXVyNzExNDQ2NDM@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,2984426.51346965,"2020's"
"46075",2020,"14,030","Small Country: An African Childhood","$2,590,629","-","-","$2,590,629","100%","tt9665968","https://m.media-amazon.com/images/M/MV5BNTcyOTUwYzMtYzM0ZS00YWZiLWI0YTktMWI3ZTA4MWFhMDU5XkEyXkFqcGdeQXVyNDg4MDI2NzU@._V1_QL75_UY281_CR11,0,190,281_.jpg",1.15157416423239,2983301.4255112,"2020's"
"45717",2020,"14,036","Shirobako: The Movie","$2,588,312","-","-","$2,588,312","100%","tt8346438","https://m.media-amazon.com/images/M/MV5BMGVkNTg5NzYtNTEyZi00NmUxLWE0ZDctNzZlYWZiNWY5NTAyXkEyXkFqcGdeQXVyMzUzMzgxNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,2980633.22817267,"2020's"
"46137",2020,"14,092","Bayi Toplantisi","$2,560,632","-","-","$2,560,632","100%","tt11527964","https://m.media-amazon.com/images/M/MV5BYTMwMDM3MmItMWM0Ni00Nzk5LWFmMGQtYjYyMmM5NGE1MTRjXkEyXkFqcGdeQXVyODMyODMxNDY@._V1_QL75_UY281_CR4,0,190,281_.jpg",1.15157416423239,2948757.65530672,"2020's"
"45777",2020,"14,094","Perfumes","$2,560,031","-","-","$2,560,031","100%","tt11748354","https://m.media-amazon.com/images/M/MV5BMjE3NzgyMDAtYzg1Ni00MWI0LWI0NGEtOTI1ZjRhZjBjZTY3XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY281_CR9,0,190,281_.jpg",1.15157416423239,2948065.55923401,"2020's"
"46663",2020,"14,139","Zero Zone","$2,536,753","-","-","$2,536,753","100%","tt11493232","https://m.media-amazon.com/images/M/MV5BN2Y0MDhmYTQtYjc0ZC00MmVkLWI5YWItNTNlYjQ2ZmFlNzQxXkEyXkFqcGdeQXVyMzk3OTUyMDY@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.15157416423239,2921259.21583901,"2020's"
